"person_gender","person_education","loan_int_rate","loan_percent_income","credit_score","loan_status"
"female","Bachelor",11.01,0.22,603,0
"female","Associate",10.38,0.22,622,0
"male","High School",10.99,0.24,660,1
"male","Master",11.01,0.22,572,0
"female","Bachelor",11.01,0.28,641,0
"female","Bachelor",12.42,0.19,674,0
"male","Bachelor",14.82,0.24,693,1
"female","Bachelor",16.32,0.22,628,0
"female","Associate",16,0.28,688,1
"male","Associate",10.37,0.22,635,0
"male","Master",13.16,0.23,662,1
"female","Associate",14.88,0.23,652,1
"female","Associate",13.98,0.21,619,0
"male","Master",13.36,0.23,655,1
"female","High School",6.99,0.26,653,0
"female","High School",5.42,0.15,565,0
"male","Bachelor",5.42,0.3,613,0
"female","Bachelor",13.85,0.21,663,0
"female","Associate",12.99,0.15,540,0
"male","Bachelor",9.99,0.16,598,0
"female","Bachelor",11.01,0.05,653,0
"male","Bachelor",11.01,0.21,714,0
"female","High School",11.14,0.27,460,1
"male","Bachelor",5.99,0.14,643,0
"female","Master",11.01,0.23,632,1
"female","High School",11.58,0.21,578,0
"male","Master",13.85,0.21,642,0
"male","Master",16.89,0.21,688,0
"male","Master",7.9,0.21,696,0
"female","Associate",12.68,0.22,527,0
"male","Associate",14.91,0.26,611,1
"male","High School",13.06,0.21,545,0
"male","High School",8.88,0.21,644,0
"male","Bachelor",6.17,0.07,511,0
"female","High School",13.98,0.21,616,0
"male","High School",6.54,0.32,656,0
"male","Bachelor",13.85,0.26,656,1
"female","Associate",10.36,0.04,581,0
"male","High School",15.95,0.22,477,1
"male","Associate",14.26,0.21,664,0
"female","High School",11.71,0.2,563,0
"female","Bachelor",13.49,0.2,623,0
"male","Master",14.84,0.07,704,1
"female","Bachelor",11.01,0.2,691,0
"female","Associate",15.05,0.22,648,1
"male","Master",13.79,0.21,662,1
"female","High School",13.48,0.2,569,0
"female","Bachelor",6.76,0.11,642,0
"male","Master",11.11,0.2,663,0
"female","Bachelor",13.92,0.2,627,0
"female","Bachelor",12.53,0.16,610,0
"male","Bachelor",11.14,0.37,534,0
"female","Master",14.11,0.21,678,1
"female","Bachelor",7.49,0.19,597,0
"male","High School",10.25,0.19,653,0
"male","Bachelor",12.53,0.23,571,1
"female","High School",11.86,0.05,659,0
"male","Bachelor",7.88,0.33,619,0
"female","Associate",11.01,0.19,663,0
"male","Associate",11.01,0.15,621,0
"female","Associate",13.85,0.19,575,0
"male","High School",13.23,0.22,477,0
"female","Associate",11.01,0.18,639,0
"male","High School",18.25,0.21,611,1
"female","Bachelor",6.54,0.18,630,0
"male","Master",11.49,0.18,560,0
"male","Master",11.49,0.18,537,0
"female","Bachelor",11.71,0.25,694,0
"male","Master",13.57,0.18,657,0
"male","High School",14.35,0.18,572,0
"male","Bachelor",10.65,0.14,618,0
"female","Bachelor",15.65,0.18,649,0
"male","Associate",11.01,0.24,496,0
"female","Bachelor",6.62,0.21,680,1
"male","Associate",9.25,0.18,606,0
"male","High School",11.71,0.09,612,0
"male","Bachelor",5.42,0.29,477,0
"female","Bachelor",9.45,0.18,606,0
"male","Bachelor",7.49,0.06,658,1
"male","Associate",11.01,0.18,602,0
"male","Bachelor",11.01,0.2,571,1
"male","High School",10.99,0.17,701,0
"female","Bachelor",11.01,0.17,665,0
"male","Bachelor",7.66,0.27,635,0
"female","Bachelor",13.04,0.17,643,0
"male","Associate",7.14,0.26,636,0
"female","Associate",15.65,0.19,645,1
"female","Bachelor",11.83,0.17,575,0
"female","Bachelor",16,0.11,647,0
"male","Associate",15.28,0.17,569,0
"female","Bachelor",15.05,0.15,528,0
"male","Master",15.05,0.31,626,0
"female","Master",14.22,0.17,664,0
"female","High School",16.35,0.19,650,1
"male","Associate",10.96,0.28,600,0
"female","High School",13.06,0.17,672,0
"male","Bachelor",13.06,0.17,563,0
"female","Bachelor",11.01,0.27,665,0
"female","High School",11.01,0.24,605,0
"male","High School",14.96,0.22,653,1
"male","Associate",17.04,0.22,685,1
"male","Bachelor",12.21,0.16,580,0
"male","Associate",7.88,0.23,672,0
"male","Master",5.42,0.2,646,0
"male","Bachelor",10.74,0.16,636,0
"female","Associate",13.22,0.18,559,1
"female","Bachelor",14.59,0.17,654,1
"male","Associate",11.01,0.15,632,0
"male","Bachelor",11.01,0.17,672,1
"male","High School",12.42,0.15,630,0
"male","Bachelor",14.17,0.15,476,0
"female","High School",13.72,0.15,691,0
"male","Associate",10.38,0.15,672,0
"male","Associate",11.01,0.15,709,0
"female","Associate",7.51,0.07,521,0
"female","Associate",11.71,0.25,564,1
"male","High School",8.9,0.11,626,1
"female","Master",17.39,0.19,662,1
"female","Bachelor",5.79,0.17,667,0
"male","High School",12.61,0.29,690,1
"male","High School",10.37,0.14,628,0
"male","Bachelor",11.36,0.17,562,0
"female","Associate",8.9,0.14,670,0
"female","Associate",11.11,0.13,602,0
"male","High School",8.94,0.1,595,0
"male","Associate",15.27,0.13,687,0
"female","Bachelor",13.11,0.13,668,0
"male","Bachelor",16,0.21,657,0
"female","High School",12.36,0.12,527,0
"male","Associate",7.51,0.38,524,0
"female","High School",8.9,0.25,606,0
"male","Master",6.54,0.12,546,0
"female","Master",15.99,0.12,681,1
"male","High School",17.27,0.13,502,1
"male","Master",17.99,0.11,604,1
"male","Bachelor",7.49,0.1,599,0
"male","Associate",10,0.17,644,0
"female","High School",9.99,0.1,660,0
"female","Bachelor",11.36,0.1,652,0
"female","Bachelor",11.83,0.1,615,0
"female","Bachelor",13.35,0.1,638,0
"male","Bachelor",14.72,0.09,680,0
"male","High School",6.76,0.15,611,0
"female","Associate",11.83,0.28,578,1
"female","Master",11.48,0.14,617,0
"male","Master",11.41,0.02,659,0
"male","High School",11.01,0.35,570,1
"female","Bachelor",12.29,0.03,658,0
"female","Master",14.96,0.24,484,0
"male","High School",12.29,0.03,645,0
"male","Associate",10.37,0.08,541,1
"female","High School",14.74,0.08,610,1
"female","Master",13.43,0.08,722,1
"male","High School",9.63,0.08,668,0
"male","Associate",12.21,0.08,628,0
"female","Master",10.25,0.07,667,1
"male","Associate",12.99,0.07,540,0
"female","Bachelor",13.98,0.07,547,0
"female","Bachelor",14.65,0.06,602,0
"male","Bachelor",10.65,0.07,611,0
"male","Associate",13.98,0.07,669,0
"male","High School",13.57,0.07,559,1
"female","Bachelor",14.96,0.06,642,1
"male","Bachelor",10,0.06,562,1
"male","High School",16.29,0.05,559,1
"female","Bachelor",11.11,0.07,591,0
"female","High School",11.01,0.18,506,0
"male","Associate",16.69,0.05,623,1
"male","Associate",8.94,0.53,600,0
"male","Associate",14.3,0.05,599,1
"male","Bachelor",15.65,0.05,604,1
"male","Bachelor",11.49,0.05,619,0
"female","Associate",13.48,0.05,665,0
"male","Bachelor",12.53,0.04,655,0
"female","High School",10.62,0.39,606,1
"male","Associate",12.18,0.39,562,1
"female","Master",11.99,0.33,648,1
"male","Bachelor",10.99,0.31,645,1
"male","Bachelor",11.01,0.3,610,1
"male","High School",10.38,0.24,607,0
"male","High School",16.7,0.33,649,1
"male","Bachelor",11.01,0.29,640,1
"male","Master",11.01,0.29,664,1
"female","Associate",11.14,0.29,611,1
"male","Bachelor",7.49,0.25,621,1
"female","High School",8.88,0.22,589,0
"female","Master",10.99,0.22,671,0
"female","Bachelor",10.62,0.21,653,0
"male","Bachelor",8.9,0.2,642,0
"female","Bachelor",14.59,0.2,664,1
"male","Bachelor",9.91,0.08,592,0
"male","Associate",13.22,0.16,663,0
"male","High School",12.29,0.15,582,0
"female","High School",11.48,0.09,655,0
"male","Bachelor",11.01,0.31,632,1
"female","Associate",6.99,0.28,505,1
"female","Bachelor",10.38,0.22,661,0
"male","Bachelor",6.54,0.42,667,1
"male","High School",11.83,0.35,694,1
"male","Associate",12.42,0.24,641,0
"male","Bachelor",10.71,0.44,640,1
"male","Associate",10.91,0.42,690,1
"male","Master",7.66,0.4,673,1
"female","High School",13.61,0.27,619,1
"male","Associate",11.26,0.2,697,0
"male","Associate",7.49,0.2,608,0
"male","Master",7.9,0.21,605,1
"female","Bachelor",9.91,0.27,592,0
"male","Associate",7.9,0.1,642,0
"male","Bachelor",15.33,0.2,692,1
"male","High School",12.87,0.11,584,0
"male","Associate",7.9,0.17,598,0
"female","Associate",13.16,0.31,653,1
"female","Bachelor",9.99,0.3,649,1
"male","High School",8.9,0.13,674,0
"male","High School",14.65,0.17,655,1
"female","High School",13.49,0.2,636,0
"female","High School",10.25,0.43,571,1
"female","Bachelor",11.49,0.43,631,1
"female","Master",17.04,0.43,587,1
"male","Master",10.25,0.35,657,1
"male","Master",5.42,0.04,687,0
"female","Bachelor",14.61,0.4,561,1
"female","High School",13.35,0.33,684,1
"female","Bachelor",5.99,0.19,639,0
"female","High School",10.75,0.33,590,1
"female","Bachelor",14.26,0.32,610,1
"female","High School",17.56,0.27,594,1
"male","Associate",14.83,0.31,609,1
"female","High School",16.7,0.3,633,1
"female","Associate",10.74,0.3,685,1
"female","Associate",14.91,0.34,663,1
"female","High School",8.88,0.42,562,1
"male","Associate",9.91,0.41,647,1
"male","Associate",11.71,0.41,601,1
"male","Bachelor",10.99,0.27,639,1
"male","Associate",11.54,0.54,679,1
"female","Bachelor",15.62,0.27,639,0
"female","Bachelor",9.91,0.44,662,1
"female","Bachelor",9.88,0.41,654,1
"male","Bachelor",13.48,0.47,693,1
"male","Master",9.25,0.37,662,1
"male","Master",13.11,0.37,675,1
"female","High School",10.99,0.17,624,0
"female","Bachelor",6.17,0.35,642,1
"female","Associate",5.99,0.27,689,0
"male","Bachelor",7.49,0.08,603,0
"female","High School",11.03,0.34,487,1
"female","High School",7.9,0.34,608,1
"female","High School",13.57,0.34,664,1
"female","Master",12.18,0.34,660,1
"female","Associate",17.19,0.38,654,1
"male","High School",15.23,0.32,672,1
"male","High School",11.01,0.31,591,1
"male","Associate",14.46,0.35,618,1
"female","Bachelor",6.99,0.14,614,0
"female","Bachelor",16.63,0.34,709,1
"female","Master",12.42,0.29,674,1
"female","Bachelor",7.9,0.29,628,1
"female","Bachelor",15.99,0.17,673,1
"female","Bachelor",10.99,0.14,595,0
"female","High School",13.11,0.3,651,1
"female","High School",13.79,0.3,618,1
"male","Master",10.59,0.08,620,0
"female","Master",11.01,0.29,641,1
"female","Master",12.68,0.2,638,0
"male","Bachelor",12.98,0.28,572,1
"female","Master",13.85,0.28,683,1
"male","Associate",12.21,0.28,647,1
"female","Bachelor",10.71,0.32,554,1
"female","High School",6.54,0.31,634,1
"male","High School",5.79,0.26,574,0
"female","Associate",12.84,0.27,594,1
"female","High School",10.99,0.27,646,1
"male","Bachelor",11.11,0.05,506,1
"male","Bachelor",13.48,0.26,671,1
"male","Bachelor",14.74,0.3,530,1
"male","High School",11.01,0.26,609,1
"female","Bachelor",19.69,0.28,678,1
"female","High School",17.19,0.28,661,1
"female","Master",16.32,0.25,667,0
"female","Associate",9.33,0.25,631,0
"male","High School",13.23,0.24,515,0
"male","Doctorate",7.66,0.17,664,1
"female","Associate",13.85,0.24,634,0
"male","Bachelor",9.63,0.19,655,0
"male","Associate",6.92,0.33,513,0
"male","High School",9.63,0.24,562,0
"male","Associate",10.99,0.23,618,0
"female","High School",13.57,0.23,659,0
"female","Associate",11.01,0.23,536,0
"female","High School",13.99,0.23,562,0
"male","High School",14.96,0.25,603,1
"female","High School",11.01,0.23,610,0
"female","Master",16,0.25,675,1
"male","Bachelor",16.29,0.25,662,1
"female","High School",10.25,0.22,578,0
"female","Bachelor",10.65,0.22,625,0
"male","Bachelor",9.88,0.21,591,0
"female","Master",16,0.27,668,1
"female","Bachelor",16.45,0.21,625,0
"male","Master",15.33,0.23,718,1
"male","Bachelor",11.83,0.21,692,0
"female","Associate",14.54,0.22,584,1
"male","Associate",7.88,0.21,600,0
"male","Master",13.98,0.1,597,0
"male","Bachelor",11.01,0.2,682,0
"female","Bachelor",15.21,0.04,689,0
"female","Master",12.73,0.2,616,0
"male","Master",15.58,0.12,532,1
"female","High School",9.88,0.2,578,0
"male","Master",11.86,0.23,617,0
"female","Bachelor",13.49,0.19,672,0
"female","Associate",7.9,0.19,695,0
"male","High School",8.49,0.19,655,0
"female","Associate",10.99,0.19,667,0
"male","High School",13.85,0.19,661,0
"male","Associate",13.98,0.18,568,0
"male","High School",16.07,0.09,613,1
"female","Bachelor",11.01,0.18,658,0
"female","High School",10.65,0.19,540,1
"female","High School",15.7,0.28,606,0
"male","Master",13.11,0.07,674,0
"male","Bachelor",15.27,0.18,652,0
"female","High School",10.99,0.2,578,0
"male","Master",9.88,0.18,692,0
"female","High School",7.14,0.08,661,0
"female","Master",11.71,0.17,652,0
"female","Bachelor",8.49,0.17,691,0
"female","Master",11.89,0.17,709,0
"female","Master",13.16,0.17,687,0
"male","Master",8.88,0.16,684,0
"male","Associate",8.49,0.16,520,0
"male","High School",15.31,0.16,541,0
"female","Bachelor",12.53,0.15,555,0
"male","Master",12.18,0.14,609,0
"male","Master",7.51,0.17,677,1
"male","Bachelor",11.83,0.13,675,0
"male","Associate",18.3,0.12,624,0
"female","High School",14.79,0.12,642,0
"male","Bachelor",10.95,0.17,618,0
"female","Bachelor",13.72,0.1,599,0
"male","Master",10.62,0.1,671,0
"female","Bachelor",12.21,0.17,589,0
"male","Bachelor",10.91,0.2,632,0
"female","Associate",11.01,0.11,689,0
"male","High School",9.63,0.24,588,0
"female","Bachelor",16.35,0.23,706,1
"male","Associate",12.21,0.05,614,0
"male","Associate",13.49,0.3,631,1
"female","High School",11.49,0.22,580,0
"male","Bachelor",9.76,0.27,626,0
"male","Bachelor",11.34,0.27,608,0
"female","High School",13.87,0.13,581,0
"female","Bachelor",8.9,0.32,632,1
"male","Master",12.99,0.24,674,0
"male","Associate",10.74,0.22,658,0
"female","High School",10.62,0.21,671,0
"female","High School",11.01,0.2,687,0
"female","Master",8.7,0.17,637,0
"male","High School",12.99,0.12,638,0
"male","High School",17.19,0.2,575,1
"female","Associate",15.95,0.44,594,1
"female","Bachelor",14.22,0.4,590,1
"female","Bachelor",12.53,0.38,576,1
"female","High School",11.83,0.15,634,0
"male","Associate",15.05,0.13,616,0
"male","High School",10.62,0.35,546,1
"male","Associate",11.89,0.06,634,0
"male","High School",10.75,0.16,638,0
"male","Associate",12.53,0.32,601,1
"male","Bachelor",13.61,0.3,603,1
"female","Master",13.85,0.29,572,1
"male","High School",13.85,0.29,530,1
"male","High School",6.54,0.27,606,1
"female","Bachelor",17.19,0.26,652,1
"male","Bachelor",13.49,0.25,661,0
"female","Bachelor",9.25,0.24,613,0
"female","Bachelor",6.54,0.24,663,0
"male","High School",7.9,0.19,659,0
"female","High School",13.16,0.18,648,1
"male","Master",11.71,0.15,622,0
"male","Bachelor",13.99,0.06,685,0
"male","High School",9.91,0.36,618,1
"female","Bachelor",9.91,0.31,628,1
"female","Associate",12.69,0.16,670,0
"female","Bachelor",7.51,0.25,677,0
"female","High School",11.99,0.18,637,0
"male","Bachelor",10.37,0.15,619,0
"female","Master",11.71,0.11,525,0
"male","Master",17.58,0.15,702,0
"female","Bachelor",10.37,0.4,658,1
"female","Bachelor",12.99,0.47,724,1
"male","High School",15.58,0.23,656,0
"male","Associate",10.65,0.35,669,1
"female","Bachelor",12.87,0.33,632,1
"male","High School",7.66,0.33,666,1
"male","Bachelor",13.47,0.32,642,1
"male","Bachelor",10.38,0.3,578,1
"female","Bachelor",9.99,0.3,592,1
"female","Bachelor",16.82,0.28,623,1
"female","Bachelor",13.79,0.28,653,1
"female","Master",11.01,0.15,634,0
"female","Bachelor",11.26,0.26,689,0
"male","Bachelor",8.49,0.27,625,1
"female","Bachelor",14.96,0.31,700,1
"male","High School",12.98,0.27,610,1
"female","Master",11.34,0.21,610,0
"male","Master",11.58,0.27,686,1
"male","Associate",11.01,0.26,649,1
"male","Associate",9.88,0.25,619,1
"female","Bachelor",11.01,0.24,567,0
"female","Bachelor",7.51,0.25,614,0
"male","Bachelor",10.25,0.26,577,1
"male","Bachelor",14.27,0.08,636,0
"male","Associate",11.11,0.23,625,0
"male","High School",6.91,0.23,710,0
"male","Master",15.27,0.13,649,0
"male","High School",5.99,0.23,685,0
"female","Associate",13.47,0.21,578,0
"female","Bachelor",8.88,0.2,645,0
"female","Associate",7.88,0.19,558,0
"male","Bachelor",12.53,0.19,669,0
"male","Master",9.33,0.19,647,0
"male","Bachelor",10.99,0.18,651,0
"male","Master",9.91,0.12,718,0
"male","High School",13.11,0.17,688,0
"male","Bachelor",9.63,0.16,683,0
"male","Bachelor",16.77,0.21,541,1
"female","Master",10.59,0.16,572,0
"male","Associate",11.49,0.15,641,0
"female","Master",11.48,0.15,514,0
"male","Bachelor",10.37,0.12,669,0
"male","High School",9.88,0.08,501,0
"male","Master",18.25,0.28,625,1
"male","Associate",6.54,0.19,674,0
"male","Master",6.99,0.23,609,0
"male","Associate",8.49,0.23,511,0
"female","Master",10.99,0.39,660,1
"female","Bachelor",12.53,0.27,577,1
"male","Bachelor",8.49,0.06,538,0
"male","Associate",11.01,0.25,661,1
"female","High School",14.65,0.23,637,0
"female","Associate",6.54,0.23,681,0
"male","Bachelor",13.85,0.23,547,0
"male","Bachelor",12.67,0.26,580,1
"male","Master",9.99,0.1,670,1
"male","High School",13.49,0.21,671,0
"female","Bachelor",16.77,0.23,661,1
"female","Bachelor",15.65,0.19,619,1
"male","Associate",12.42,0.14,605,0
"female","Master",6.17,0.14,652,0
"male","Associate",13.11,0.13,549,0
"male","Bachelor",12.42,0.11,720,0
"male","High School",14.17,0.06,632,0
"female","Associate",15.28,0.38,690,1
"female","Master",10.75,0.3,676,1
"male","High School",12.41,0.3,650,1
"male","Master",11.99,0.3,668,1
"male","Bachelor",11.11,0.13,486,0
"male","Master",17.58,0.33,634,1
"female","Bachelor",13.11,0.27,616,1
"male","High School",11.01,0.26,520,1
"male","Associate",20,0.25,660,1
"female","Bachelor",10.37,0.25,628,0
"male","Bachelor",14.18,0.23,660,1
"male","High School",13.92,0.19,612,0
"male","Bachelor",15.28,0.14,655,0
"female","High School",10.75,0.33,615,1
"female","Bachelor",11.01,0.29,515,1
"male","Bachelor",10.62,0.29,615,1
"male","Associate",8.9,0.28,607,1
"male","Associate",6.76,0.05,611,0
"female","Bachelor",12.8,0.24,688,1
"male","Associate",9.32,0.24,650,1
"male","Master",7.14,0.29,688,0
"female","Doctorate",7.88,0.37,682,0
"male","Bachelor",6.76,0.1,576,0
"male","High School",16.77,0.16,686,1
"female","Bachelor",13.49,0.3,621,1
"female","Bachelor",10.99,0.22,640,0
"male","Associate",11.01,0.48,643,1
"male","Associate",12.42,0.28,675,1
"female","High School",7.51,0.03,645,0
"female","High School",10.37,0.24,572,0
"female","High School",17.14,0.34,608,1
"female","Bachelor",13.23,0.44,570,1
"male","Associate",10.99,0.39,655,1
"female","Associate",6.03,0.37,670,1
"male","Bachelor",15.31,0.2,665,1
"male","High School",11.71,0.37,628,1
"male","Master",11.01,0.37,651,1
"female","Master",13.57,0.15,634,0
"female","High School",11.01,0.09,687,0
"female","High School",7.9,0.35,632,1
"male","Associate",12.87,0.35,592,1
"female","Associate",15.65,0.33,658,1
"male","Associate",10.71,0.33,655,1
"male","Bachelor",11.89,0.19,641,0
"male","Bachelor",12.53,0.15,652,0
"male","Associate",11.71,0.33,678,1
"male","Bachelor",12.99,0.33,613,1
"male","High School",8.88,0.33,658,1
"male","Bachelor",11.83,0.32,535,1
"female","High School",13.24,0.38,612,1
"female","High School",12.84,0.31,551,1
"male","Associate",11.71,0.31,551,1
"male","Associate",9.32,0.16,696,0
"male","Bachelor",9.63,0.36,631,0
"female","Associate",8.9,0.31,656,1
"female","Bachelor",11.49,0.3,677,1
"male","Master",10.95,0.05,628,0
"male","Bachelor",9.32,0.23,653,0
"male","Master",8.49,0.3,609,1
